logo,name,company_id
https://eodhd.com/img/logos/US/MRK.png,Merck & Co.,312
https://eodhd.com/img/logos/US/META.png,Meta Platforms,313
https://eodhd.com/img/logos/US/MET.png,MetLife,314
https://eodhd.com/img/logos/US/MTD.png,Mettler Toledo,315
https://eodhd.com/img/logos/US/MGM.png,MGM Resorts,316
https://eodhd.com/img/logos/US/MCHP.png,Microchip Technology,317
https://eodhd.com/img/logos/US/MU.png,Micron Technology,318
https://eodhd.com/img/logos/US/MSFT.png,Microsoft,319
https://eodhd.com/img/logos/US/MAA.png,Mid-America Apartment Communities,320
https://eodhd.com/img/logos/US/MRNA.png,Moderna,321
https://eodhd.com/img/logos/US/MHK.png,Mohawk Industries,322
https://eodhd.com/img/logos/US/MOH.png,Molina Healthcare,323
https://eodhd.com/img/logos/US/TAP.png,Molson Coors Beverage Company,324
https://eodhd.com/img/logos/US/MDLZ.png,Mondelez International,325
https://eodhd.com/img/logos/US/MPWR.png,Monolithic Power Systems,326
https://eodhd.com/img/logos/US/MNST.png,Monster Beverage,327
https://eodhd.com/img/logos/US/MCO.png,Moody's Corporation,328
https://eodhd.com/img/logos/US/MS.png,Morgan Stanley,329
https://eodhd.com/img/logos/US/MOS.png,Mosaic Company (The),330
https://eodhd.com/img/logos/US/MSI.png,Motorola Solutions,331
https://eodhd.com/img/logos/US/MSCI.png,MSCI,332
https://eodhd.com/img/logos/US/NDAQ.png,Nasdaq, Inc.,333
https://eodhd.com/img/logos/US/NTAP.png,NetApp,334
https://eodhd.com/img/logos/US/NFLX.png,Netflix,335
https://eodhd.com/img/logos/US/NWL.png,Newell Brands,336
https://eodhd.com/img/logos/US/NEM.png,Newmont,337
https://eodhd.com/img/logos/US/NWSA.png,News Corp (Class A),338
https://eodhd.com/img/logos/US/NWS.png,News Corp (Class B),339
https://eodhd.com/img/logos/US/NEE.png,NextEra Energy,340
https://eodhd.com/img/logos/US/NKE.png,Nike, Inc.,341
https://eodhd.com/img/logos/US/NI.png,NiSource,342
https://eodhd.com/img/logos/US/NDSN.png,Nordson Corporation,343
https://eodhd.com/img/logos/US/NSC.png,Norfolk Southern Railway,344
https://eodhd.com/img/logos/US/NTRS.png,Northern Trust,345
https://eodhd.com/img/logos/US/NOC.png,Northrop Grumman,346
https://eodhd.com/img/logos/US/NCLH.png,Norwegian Cruise Line Holdings,347
https://eodhd.com/img/logos/US/NRG.png,NRG Energy,348
https://eodhd.com/img/logos/US/NUE.png,Nucor,349
https://eodhd.com/img/logos/US/NVDA.png,Nvidia,350
https://eodhd.com/img/logos/US/NVR.png,NVR, Inc.,351
https://eodhd.com/img/logos/US/NXPI.png,NXP Semiconductors,352
https://eodhd.com/img/logos/US/ORLY.png,O'Reilly Auto Parts,353
https://eodhd.com/img/logos/US/OXY.png,Occidental Petroleum,354
https://eodhd.com/img/logos/US/ODFL.png,Old Dominion,355
https://eodhd.com/img/logos/US/OMC.png,Omnicom Group,356
https://eodhd.com/img/logos/US/ON.png,ON Semiconductor,357
https://eodhd.com/img/logos/US/OKE.png,ONEOK,358
https://eodhd.com/img/logos/US/ORCL.png,Oracle Corporation,359
https://eodhd.com/img/logos/US/OGN.png,Organon & Co.,360
https://eodhd.com/img/logos/US/OTIS.png,Otis Worldwide,361
https://eodhd.com/img/logos/US/PCAR.png,Paccar,362
https://eodhd.com/img/logos/US/PKG.png,Packaging Corporation of America,363
https://eodhd.com/img/logos/US/PANW.png,Palo Alto Networks,364
https://eodhd.com/img/logos/US/PARA.png,Paramount Global,365
https://eodhd.com/img/logos/US/PH.png,Parker Hannifin,366
https://eodhd.com/img/logos/US/PAYX.png,Paychex,367
https://eodhd.com/img/logos/US/PAYC.png,Paycom,368
https://eodhd.com/img/logos/US/PYPL.png,PayPal,369
https://eodhd.com/img/logos/US/PNR.png,Pentair,370
https://eodhd.com/img/logos/US/PEP.png,PepsiCo,371
https://eodhd.com/img/logos/US/PFE.png,Pfizer,372
https://eodhd.com/img/logos/US/PCG.png,PG&E Corporation,373
https://eodhd.com/img/logos/US/PM.png,Philip Morris International,374
https://eodhd.com/img/logos/US/PSX.png,Phillips 66,375
https://eodhd.com/img/logos/US/PNW.png,Pinnacle West,376
https://eodhd.com/img/logos/US/PXD.png,Pioneer Natural Resources,377
https://eodhd.com/img/logos/US/PNC.png,PNC Financial Services,378
https://eodhd.com/img/logos/US/POOL.png,Pool Corporation,379
https://eodhd.com/img/logos/US/PPG.png,PPG Industries,380
https://eodhd.com/img/logos/US/PPL.png,PPL Corporation,381
https://eodhd.com/img/logos/US/PFG.png,Principal Financial Group,382
https://eodhd.com/img/logos/US/PG.png,Procter & Gamble,383
https://eodhd.com/img/logos/US/PGR.png,Progressive Corporation,384
https://eodhd.com/img/logos/US/PLD.png,Prologis,385
https://eodhd.com/img/logos/US/PRU.png,Prudential Financial,386
https://eodhd.com/img/logos/US/PEG.png,Public Service Enterprise Group,387
https://eodhd.com/img/logos/US/PTC.png,PTC,388
https://eodhd.com/img/logos/US/PSA.png,Public Storage,389
https://eodhd.com/img/logos/US/PHM.png,PulteGroup,390
https://eodhd.com/img/logos/US/QRVO.png,Qorvo,391
https://eodhd.com/img/logos/US/PWR.png,Quanta Services,392
https://eodhd.com/img/logos/US/QCOM.png,Qualcomm,393
https://eodhd.com/img/logos/US/DGX.png,Quest Diagnostics,394
https://eodhd.com/img/logos/US/RL.png,Ralph Lauren Corporation,395
https://eodhd.com/img/logos/US/RJF.png,Raymond James,396
https://eodhd.com/img/logos/US/RTX.png,RTX Corporation,397
https://eodhd.com/img/logos/US/O.png,Realty Income,398
https://eodhd.com/img/logos/US/REG.png,Regency Centers,399
https://eodhd.com/img/logos/US/REGN.png,Regeneron,400
https://eodhd.com/img/logos/US/RF.png,Regions Financial Corporation,401
https://eodhd.com/img/logos/US/RSG.png,Republic Services,402
https://eodhd.com/img/logos/US/RMD.png,ResMed,403
https://eodhd.com/img/logos/US/RVTY.png,Revvity,404
https://eodhd.com/img/logos/US/RHI.png,Robert Half,405
https://eodhd.com/img/logos/US/ROK.png,Rockwell Automation,406
https://eodhd.com/img/logos/US/ROL.png,Rollins, Inc.,407
https://eodhd.com/img/logos/US/ROP.png,Roper Technologies,408
https://eodhd.com/img/logos/US/ROST.png,Ross Stores,409
https://eodhd.com/img/logos/US/RCL.png,Royal Caribbean Group,410
https://eodhd.com/img/logos/US/SPGI.png,S&P Global,411
https://eodhd.com/img/logos/US/CRM.png,Salesforce,412
https://eodhd.com/img/logos/US/SBAC.png,SBA Communications,413
https://eodhd.com/img/logos/US/SLB.png,Schlumberger,414
https://eodhd.com/img/logos/US/STX.png,Seagate Technology,415
https://eodhd.com/img/logos/US/SEE.png,Sealed Air,416
https://eodhd.com/img/logos/US/SRE.png,Sempra Energy,417
https://eodhd.com/img/logos/US/NOW.png,ServiceNow,418
https://eodhd.com/img/logos/US/SHW.png,Sherwin-Williams,419
https://eodhd.com/img/logos/US/SPG.png,Simon Property Group,420
https://eodhd.com/img/logos/US/SWKS.png,Skyworks Solutions,421
https://eodhd.com/img/logos/US/SJM.png,J.M. Smucker Company (The),422
https://eodhd.com/img/logos/US/SNA.png,Snap-on,423
https://eodhd.com/img/logos/US/SEDG.png,SolarEdge,424
https://eodhd.com/img/logos/US/SO.png,Southern Company,425
https://eodhd.com/img/logos/US/LUV.png,Southwest Airlines,426
https://eodhd.com/img/logos/US/SWK.png,Stanley Black & Decker,427
https://eodhd.com/img/logos/US/SBUX.png,Starbucks,428
https://eodhd.com/img/logos/US/STT.png,State Street Corporation,429
https://eodhd.com/img/logos/US/STLD.png,Steel Dynamics,430
https://eodhd.com/img/logos/US/STE.png,Steris,431
https://eodhd.com/img/logos/US/SYK.png,Stryker Corporation,432
https://eodhd.com/img/logos/US/SYF.png,Synchrony Financial,433
https://eodhd.com/img/logos/US/SNPS.png,Synopsys,434
https://eodhd.com/img/logos/US/SYY.png,Sysco,435
https://eodhd.com/img/logos/US/TMUS.png,T-Mobile US,436
https://eodhd.com/img/logos/US/TROW.png,T. Rowe Price,437
https://eodhd.com/img/logos/US/TTWO.png,Take-Two Interactive,438
https://eodhd.com/img/logos/US/TPR.png,Tapestry, Inc.,439
https://eodhd.com/img/logos/US/TRGP.png,Targa Resources,440
https://eodhd.com/img/logos/US/TGT.png,Target Corporation,441
